name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic,code,ebd_id2022,ebd_id2023
Rallus elegans,1210,3847,2031,5083,5084:5085,5103;5104;5105;5113,281,2080,2090,24.6,Gruiformes,Rallidae,King Rail,NA,14,1,0.75,0,1,0,10,12,0.6,NA,0.11,NA,0.07,0,1.1,pre4,313.31,1,monog,0,15-Feb,30-Jul,0,platform,0,20,80,0,0,0,0,0,0,0,0,0,30,10,30,0,30,0,0,0,0,0,1,1,0,Omnivore,30,0,30,20,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,50,0,kinrai4,5187,5243
Rallus longirostris,1220,3842,2020,5087,5088:5102,5103;5104;5105,279,2110,2090,18.15,Gruiformes,Rallidae,Clapper Rail,Rallus crepitans,7.5,0,0.59,1,1,0,7,11,0.88,0.87,NA,4.6,0.45,0,2,pre4,259.35,2,monog,0,10-Apr,30-Aug,0,platform,0,20,80,0,0,0,0,0,0,0,0,0,20,10,30,0,30,10,0,0,0,0,1,1,0,Omnivore,30,10,10,10,0,0,10,0,10,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,clarai11,5191,5247
Rallus obsoletus,1225,NA,2018,5068,5069:5072,NA,278,2111,NA,18.15,Gruiformes,Rallidae,Ridgway's Rail,NA,7.5,0,0.59,1,1,0,7,11,0.88,0.87,NA,4.6,0.45,0,2,pre4,259.35,2,monog,0,20-Mar,10-Sep,0,platform,0,20,80,0,0,0,0,0,0,0,0,0,20,10,30,0,30,10,0,0,0,0,1,1,0,Omnivore,30,10,10,10,0,0,10,0,10,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,ridrai1,5171,5227
Rallus limicola,1230,3850,2022,5108,5109:5112,5113,283,2120,NA,29.04,Gruiformes,Rallidae,Virginia Rail,NA,14,1,0.53,0,1,0,7,12,0.53,NA,0.49,4.4,0.26,0,1.5,pre4,84.1,1,monog,0,15-Mar,10-Jul,0,saucer,0,20,80,0,0,0,0,0,0,0,0,0,50,0,20,0,30,0,0,0,0,0,1,1,0,Omnivore,20,0,20,20,0,0,0,0,20,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,0,virrai,5212,5268
Porzana carolina,1240,3890,2096,5266,NA,NA,287,2140,NA,33.35,Gruiformes,Rallidae,Sora,NA,14,1,0.31,0,1,0,8,11,0.71,0.7,NA,NA,0.5,0,1.5,pre4,74.8,1,monog,0,1-May,30-Jul,0,saucer,0,20,80,0,0,0,0,0,0,0,0,0,20,0,30,0,30,20,0,0,0,0,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,30,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,sora,5372,5428
Gallinula chloropus,1250,3931,2145,5280,5281:5288,5289,293,2190,NA,30.14,Gruiformes,Rallidae,Common Moorhen,Gallinula galeata,10,0,0.59,1,1,0,5,8,0.68,0.83,0.3,NA,0.17,0,1.25,pre4,339.63,1,monog,0,1-Apr,30-Aug,0,platform,0,30,0,0,0,10,0,0,0,0,0,60,0,0,20,0,60,20,0,0,0,0,0,1,0,Omnivore,20,0,10,10,0,0,20,0,20,20,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,comgal1,5386,5442
Fulica americana,1260,3942,2158,5311,5312:5315,NA,296,2210,NA,39.67,Gruiformes,Rallidae,American Coot,NA,22,0,0.49,0,1,0,8,12,0.72,0.9,NA,NA,0.32,0,1.25,pre4,636.74,1,monog,0,1-May,10-Sep,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,50,50,0,0,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,40,40,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,y00475,5418,5474
Porphyrio martinica,1270,3925,2132,5323,NA,NA,291,2180,NA,26.9,Gruiformes,Rallidae,Yellow-legged Gallinule,Porphyrio martinicus,14,1,0.59,1,1,0,6,8,0.69,0.85,NA,2.1,0.21,0,1.5,pre4,235.06,2,coop,0,15-Apr,10-Sep,0,platform,0,10,0,0,0,0,0,0,0,0,0,90,10,0,20,0,20,30,20,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,0,70,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,purgal2,5433,5489
Porphyrio porphyrio,1275,3913,2124,5328,NA,NA,292,21930,NA,30.401,Gruiformes,Rallidae,Purple Swamphen,NA,14,1,0.59,1,1.5,0,2,7,NA,NA,NA,NA,0.3,1,1,pre4,773.88,2,monog,0,1-Mar,30-Jun,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,10,0,20,0,50,20,0,0,0,0,0,1,0,PlantSeed,10,10,10,0,0,0,0,0,30,40,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,0,0,0,purswa1,5438,5494
Larus marinus,1280,4384,3008,6330,NA,6331;6332,454,470,NA,52.2,Charadriiformes,Laridae,Great Black-backed Gull,NA,19,0,0.8,0,4.5,0,2,3,0.88,NA,NA,0.93,0.28,0,1,semipre,1649.71,3,monog,0,15-Apr,25-Jun,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,20,0,20,0,50,0,0,0,0,10,0,1,0,Omnivore,20,20,0,0,0,15,15,0,20,0,10,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,gbbgul,6499,6516
Coturnicops noveboracensis,1290,3797,2000,5442,5443:5444,NA,273,2150,NA,25.97,Gruiformes,Rallidae,Yellow Rail,NA,14,1,0.59,1,1,0,7,9,NA,NA,NA,NA,0.31,1,1,pre4,60.9,1,monog,0,15-May,20-Jul,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,30,0,20,0,30,20,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,yelrai,5552,5597
Laterallus jamaicensis,1300,3818,2010,5466,5467:5473,NA,276,2160,NA,21.52,Gruiformes,Rallidae,Black Rail,NA,3,0,0.59,1,1,0,6,10,NA,NA,NA,NA,0.31,1,1.25,pre4,32,1,monog,0,15-Mar,15-Jul,0,cup,0,100,0,0,0,0,0,0,0,0,0,0,10,0,40,0,50,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,blkrai,5576,5621
Aramus guarauna,1310,3752,2176,5485,5486:5490,NA,298,2070,NA,11.04,Gruiformes,Aramidae,Limpkin,NA,12,0,0.59,1,1,0,4,8,0.8,0.84,0.81,NA,0.54,0,2,pre4,1080,3,polyand,0,20-Jan,15-Jul,0.1,platform,0,30,0,0,0,20,10,10,5,0,5,20,20,0,50,0,30,0,0,0,0,0,0,1,0,Invertebrate,60,0,10,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,0,limpki,5597,5642
Grus canadensis,1320,3741,2180,5512,5513:5519,5532;5528,299,2060,NA,43.74,Gruiformes,Gruidae,Sandhill Crane,Antigone canadensis,20,0,0.93,0,2.5,0,1,3,NA,NA,NA,0.35,0.18,0,2,pre4,4296.22,3,monog,0,10-Mar,30-May,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,30,0,20,0,50,0,0,0,0,0,0,1,0,Omnivore,20,20,10,0,0,0,20,0,10,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,sancra,5626,5671
Grus americana,1330,3747,2188,5531,NA,5532,301,2040,NA,42.72,Gruiformes,Gruidae,Whooping Crane,NA,22,0,0.88,0,4,0,2,2,0.63,0.6,NA,NA,0.38,0,1,pre4,5825.99,2,monog,0,1-Mar,10-Sep,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,20,0,50,0,30,0,0,0,0,0,0,1,0,Omnivore,20,20,20,20,0,0,10,0,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,whocra,5645,5690
Himantopus mexicanus,1340,19902,2705,5577,5578:5581,5582,304,2260,NA,52.54,Charadriiformes,Recurvirostridae,Black-necked Stilt,NA,10,0,0.57,0,1,0,4,5,0.6,0.32,0.42,NA,0.1,0,1,pre2,176.82,2,monog,0,15-Apr,20-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,1,1,0,Invertebrate,90,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,bknsti,5696,5741
Recurvirostra americana,1350,4224,2700,5587,NA,5588,305,2250,NA,47.79,Charadriiformes,Recurvirostridae,American Avocet,NA,15,0,0.84,0,1.9,0,3,5,0.62,0.92,NA,NA,0.25,0,1,pre2,304.48,3,monog,0,25-Apr,25-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,30,0,30,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,5,0,0,0,0,15,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,50,0,ameavo,5706,5751
Haematopus palliatus,1360,4200,2684,5604,5605:5606,5612;5613,307,2860,NA,48.05,Charadriiformes,Haematopodidae,American Oystercatcher,NA,17,0,0.85,0,3,0,2,4,0.94,0.2,0.34,NA,0.06,0,1,pre3,601.45,1,monog,0,10-Apr,30-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,0,0,60,0,0,0,0,0,0,1,0.4,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,ameoys,5725,5770
Haematopus bachmani,1370,4199,2683,5611,NA,5612;5613,308,2870,NA,42.22,Charadriiformes,Haematopodidae,Black Oystercatcher,Haematopus ater,16,0,0.9,0,5,0,1,3,0.58,0.52,0.26,NA,0.08,0,1,pre3,555,2,monog,0,15-Apr,15-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,30,0,0,0,70,0,0,0,0,0,0,1,0.2,Invertebrate,90,0,0,10,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,blkoys,5732,5777
Pluvialis squatarola,1380,4234,2711,5615,NA,NA,311,2700,NA,58.98,Charadriiformes,Charadriidae,Grey Plover,NA,13,0,0.86,0,2.5,0,3,4,0.58,0.67,0.55,NA,0.21,0,1,pre2,250,2,monog,0,15-May,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,30,0,0,0,70,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,0,0,0,0,0,10,20,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,bkbplo,5737,5782
Pluvialis dominica,1390,4233,2714,5619,NA,5621;5622;5620,313,2720,2721,60.17,Charadriiformes,Charadriidae,American Golden Plover,NA,13,0,0.72,0,1.5,0,3,4,NA,0.47,NA,NA,0.15,0,1,pre2,151.47,1,monog,0,20-May,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,0,10,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,amgplo,5741,5786
Charadrius alexandrinus,1400,4250,2736,5707,5708:5709,5710,326,2780,NA,54.99,Charadriiformes,Charadriidae,Kentish Plover,Charadrius nivosus,15,0,0.61,0,1,0,3,3,0.5,NA,NA,1.6,0.33,0,1.5,pre2,46,3,polygam,0,20-Mar,10-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,40,0,40,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,snoplo5,5830,5907
Charadrius wilsonia,1410,4240,2724,5712,5713:5716,NA,323,2800,NA,53.53,Charadriiformes,Charadriidae,Wilson's Plover,NA,6,0,0.71,1,1,0,2,4,0.39,0.33,NA,1.17,0.15,0,1,pre2,63,2,monog,0,1-Apr,5-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,60,0,20,0,20,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,wilplo,5835,5894
Charadrius semipalmatus,1420,4237,2721,5720,NA,5721,318,2740,NA,56.02,Charadriiformes,Charadriidae,Semipalmated Plover,NA,9,0,0.71,0,2.5,0,3,4,NA,NA,NA,0.53,0.14,0,1,pre2,46.74,1,monog,0,15-Jun,25-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,semplo,5843,5805
Charadrius hiaticula,1425,4236,2720,5717,5718:5719,5721,317,2750,NA,56.783,Charadriiformes,Charadriidae,Common Ringed Plover,NA,10,0,0.89,0,1,0,3,5,0.27,0.28,0.15,NA,0.04,0,1,pre2,64.04,2,monog,0,10-Apr,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,corplo,5840,5802
Charadrius melodus,1430,4247,2726,5723,NA,NA,319,2770,NA,54.46,Charadriiformes,Charadriidae,Piping Plover,NA,11,0,0.66,0,1,0,3,5,NA,NA,NA,1.3,0.13,0,1,pre2,53,1,monog,0,25-Apr,30-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,30,0,30,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,pipplo,5846,5807
Charadrius vociferus,1440,4241,2725,5742,5743:5745,NA,316,2730,NA,52.62,Charadriiformes,Charadriidae,Killdeer,NA,11,0,0.71,1,1,0,3,5,0.39,0.36,0.12,NA,0.12,0,1,pre2,96.44,1,monog,0,10-Mar,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,30,0,0,0,70,0,0,0,0,0,1,1,0,Invertebrate,90,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,killde,5866,5798
Charadrius montanus,1450,4270,2749,5746,NA,NA,325,2810,NA,54.15,Charadriiformes,Charadriidae,Mountain Plover,NA,10,0,0.68,0,1,0,3,3,0.8,NA,NA,1.4,0.09,0,2,pre2,95.74,2,monog,0,15-Apr,30-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mouplo,5870,5900
Jacana spinosa,1460,4163,2795,5786,5787:5789,5798;5799,NA,NA,NA,21.92,Charadriiformes,Jacanidae,Northern Jacana,NA,6.5,0,0.71,1,1,0,3,5,0.4,0.7,0.75,NA,0.21,0,2.5,pre2,94,2,polyand,0,1-Jan,30-Dec,0,platform,0,0,0,0,0,0,0,0,0,0,0,100,0,0,50,0,50,0,0,0,0,0,0,1,0,Omnivore,50,0,0,10,0,0,0,0,20,20,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,norjac,5913,5952
Bartramia longicauda,1470,4090,2803,5801,NA,NA,328,2610,NA,52.82,Charadriiformes,Scolopacidae,Upland Sandpiper,NA,8,0,0.72,1,1,0,4,4,0.4,0.95,0.67,NA,0.26,0,1,pre2,158.92,3,monog,0,1-May,10-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,0,0,30,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uplsan,5929,5976
Numenius tahitiensis,1480,4085,2804,5802,NA,NA,329,2680,NA,53.66,Charadriiformes,Scolopacidae,Bristle-thighed Curlew,NA,22,0,0.85,0,3,0,4,4,0.78,NA,0.4,NA,0.37,0,1,pre2,400.08,2,monog,0,15-May,10-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,90,0,0,0,0,0,0,1,0,Omnivore,40,10,10,10,0,10,10,0,0,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,brtcur,5930,5977
Numenius phaeopus,1490,4080,2805,5803,5804:5808,5819,330,2650,NA,54.44,Charadriiformes,Scolopacidae,Whimbrel,NA,12,0,0.69,0,2,0,3,4,0.47,0.67,0.27,NA,0.09,0,1,pre2,364.57,1,monog,0,20-May,20-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,20,0,50,20,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,20,0,10,10,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,whimbr,5931,5978
Numenius borealis,1500,4079,2807,5810,NA,NA,NA,NA,NA,58.96,Charadriiformes,Scolopacidae,Eskimo Curlew,NA,25,0,0.72,1,2,1,3,4,NA,NA,NA,NA,0.23,1,1,pre2,350.11,1,monog,0,20-May,30-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Omnivore,40,0,0,0,0,0,40,0,0,20,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,eskcur,5940,5987
Numenius americanus,1510,4088,2809,5811,5812:5813,NA,332,2640,NA,49.68,Charadriiformes,Scolopacidae,Long-billed Curlew,NA,24,0,0.89,0,3,0,4,4,0.67,0.91,0.39,NA,0.24,0,1,pre2,583.86,1,monog,0,1-Apr,20-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,20,0,40,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,10,0,10,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,lobcur,5941,5988
Limosa lapponica,1520,4076,2812,5822,5823:5830,NA,336,2500,NA,57.6,Charadriiformes,Scolopacidae,Bar-tailed Godwit,NA,30,0,0.75,0,3,0,3,4,0.73,0.72,NA,NA,0.46,0,1,pre2,291.65,1,monog,0,10-May,30-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,batgod,5953,6000
Limosa haemastica,1530,4075,2814,5831,NA,NA,338,2510,NA,57.53,Charadriiformes,Scolopacidae,Hudsonian Godwit,NA,29,0,0.86,0,2,0,3,4,NA,0.84,NA,NA,0.5,0,1,pre2,253.29,1,monog,0,15-May,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,40,0,40,0,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,hudgod,5968,6015
Limosa fedoa,1540,4077,2813,5832,5833:5834,NA,339,2490,NA,52.49,Charadriiformes,Scolopacidae,Marbled Godwit,NA,25,0,0.87,0,2,0,3,4,0.59,NA,0.18,0.25,0.11,0,1,pre2,357.02,1,monog,0,1-May,30-Jun,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,20,0,70,0,0,0,0,0,0,1,0,Invertebrate,95,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,margod,5971,6018
Arenaria interpres,1550,4110,2816,5836,5837:5838,NA,340,2830,NA,55.17,Charadriiformes,Scolopacidae,Ruddy Turnstone,NA,19,0,0.72,0,2,0,4,4,0.79,0.64,0.45,NA,0.23,0,1,pre2,135.98,1,monog,0,10-Jun,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,0,0,60,0,0,0,0,0,0,1,0,Invertebrate,60,5,5,5,0,0,10,0,0,10,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,rudtur,5976,6125
Arenaria melanocephala,1560,4111,NA,5839,NA,NA,341,2840,NA,51.04,Charadriiformes,Scolopacidae,Black Turnstone,NA,8,0,0.84,0,1,0,4,4,0.46,0.47,0.47,NA,0.1,0,1,pre2,126.21,1,monog,0,15-May,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,80,10,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blktur,5979,6128
Calidris canutus,1570,4118,2819,5845,5846:5851,5854,343,2340,2429,58.18,Charadriiformes,Scolopacidae,Red Knot,NA,19,0,0.8,0,2,0,4,4,0.57,0.54,0.27,NA,0.08,0,1,pre2,141.87,3,monog,0,1-Jun,20-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,50,0,5,0,45,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,10,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,redkno,5985,6130
Aphriza virgata,1580,4116,2820,5852,NA,5853;5854,344,2820,2429,54.51,Charadriiformes,Scolopacidae,Surfbird,Calidris virgata,15,1,0.72,1,1.6,1,4,4,NA,NA,NA,NA,0.24,1,1,pre2,200.97,3,monog,0,15-May,10-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,surfbi,5993,6138
Calidris himantopus,1590,4139,2824,5860,NA,NA,348,2330,2429,52.17,Charadriiformes,Scolopacidae,Stilt Sandpiper,NA,16,0,0.73,0,2,0,4,4,0.68,0.83,0.45,NA,0.25,0,1,pre2,57.24,2,monog,0,5-Jun,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,30,0,30,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,stisan,6001,6147
Calidris alba,1600,4120,2830,5866,NA,NA,354,2480,2429,52.33,Charadriiformes,Scolopacidae,Sanderling,NA,13,0,0.44,0,2,0,3,4,0.59,0.55,0.44,NA,0.14,0,1.5,pre2,51.71,3,monog,0,25-May,5-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,0,0,60,0,0,0,0,0,1,1,0,Invertebrate,60,0,0,10,0,10,0,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,sander,6007,6153
Calidris alpina,1610,4135,2831,5867,5868:5878,5879;5887;5894,355,2430,2429,54.34,Charadriiformes,Scolopacidae,Dunlin,NA,24,0,0.73,0,2,0,4,4,0.59,0.78,0.44,NA,0.2,0,1,pre2,51.89,2,monog,0,25-May,5-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,20,0,40,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,10,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,dunlin,6010,6156
Calidris ptilocnemis,1620,4134,2832,5880,5881:5885,5888,356,2356,2429,49.83,Charadriiformes,Scolopacidae,Rock Sandpiper,NA,7,0,0.74,0,1.5,0,4,4,0.28,0.86,0.65,NA,0.16,0,1,pre2,81.32,1,monog,0,1-May,30-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,rocsan,6023,6173
Calidris maritima,1630,4133,2833,5886,NA,5887;5888,357,2350,2429,50.51,Charadriiformes,Scolopacidae,Purple Sandpiper,NA,20,0,0.57,0,1.5,0,4,4,0.71,0.98,0.37,NA,0.26,0,1,pre2,65.1,1,monog,0,1-Jun,30-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,20,0,40,20,0,0,0,0,1,1,0,Invertebrate,70,0,0,0,0,0,10,0,10,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,pursan,6029,6171
Calidris bairdii,1640,4129,2834,5889,NA,NA,358,2410,2429,55.26,Charadriiformes,Scolopacidae,Baird's Sandpiper,NA,15,1,0.66,1,1,0,4,4,0.59,0.4,0.44,0.76,0.08,0,1,pre2,40.97,2,monog,0,1-Jun,10-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,20,0,40,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,baisan,6032,6180
Calidris minutilla,1650,4127,2836,5892,NA,NA,360,2420,2429,37.74,Charadriiformes,Scolopacidae,Least Sandpiper,NA,16,0,0.66,1,1.2,0,4,4,0.8,0.93,0.4,NA,0.3,0,1,pre2,22.88,1,monog,0,10-May,15-Jul,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,70,0,10,0,20,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,leasan,6035,6187
Calidris fuscicollis,1660,4128,2837,5893,NA,5894,361,2400,2429,54.07,Charadriiformes,Scolopacidae,White-rumped Sandpiper,NA,15,1,0.66,1,1,0,4,4,0.59,0.72,0.44,NA,0.19,0,1,pre2,43.01,1,polygyn,0,1-Jun,10-Aug,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,30,0,20,0,50,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,whrsan,6036,6183
