name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic,code,ebd_id2022,ebd_id2023
Toxostoma bendirei,4830,9586,10298,26959,26960:26962,26963,1176,7080,NA,19.69,Passeriformes,Mimidae,Bendire's Thrasher,NA,4,0,0.58,1,1,0,3,4,NA,NA,NA,NA,0.3,1,2,alt,62.19,1,monog,0,15-Mar,30-Jul,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,30,0,20,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benthr,27460,27586
Toxostoma redivivum,4840,9592,10300,26967,26968:26969,NA,1178,7100,NA,9.52,Passeriformes,Mimidae,California Thrasher,NA,6,0,0.69,0,1,0,3,4,0.43,0.63,0.56,NA,0.15,0,2.2,alt,84.4,1,monog,0,10-Jan,25-Jul,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,40,0,10,0,0,60,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,calthr,27468,27594
Toxostoma crissale,4850,9593,10301,26975,26976:26979,NA,1180,7120,NA,19.34,Passeriformes,Mimidae,Crissal Thrasher,NA,6,0,0.58,1,1,0,2,3,0.51,0.8,0.48,NA,0.2,0,2,alt,62.7,1,monog,0,10-Jan,30-Jul,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crithr,27476,27602
Oreoscoptes montanus,4860,9579,10292,26981,NA,NA,1181,7020,NA,25.98,Passeriformes,Mimidae,Sage Thrasher,NA,10,1,0.58,1,1,0,3,5,0.68,0.93,0.73,NA,0.46,0,1.2,alt,44.2,1,monog,0,10-Apr,5-Aug,0,cup,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sagthr,27483,27609
Mimus gundlachii,4870,9566,10287,26991,26992:26993,27026,1182,7031,NA,22.35,Passeriformes,Mimidae,Bahama Mockingbird,NA,14,0,0.32,0,1,0,3,5,0.5,NA,NA,2.5,0.31,0,2,alt,66.8,1,monog,0,10-Feb,20-Jul,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,Omnivore,30,0,20,0,0,0,30,20,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bahmoc,27494,27620
Mimus polyglottos,4880,9564,10284,27022,27023:27025,27026;27027;27028,1185,7030,NA,20.5,Passeriformes,Mimidae,Northern Mockingbird,NA,14,0,0.32,0,1,0,3,5,0.5,NA,NA,2.5,0.31,0,2.25,alt,48.5,1,monog,0,1-Mar,1-Sep,0,cup,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,40,0,0,0,10,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normoc,27525,27652
Sialia sialis,4890,8871,10304,27031,27032:27040,27048;27050,1134,7660,NA,32.77,Passeriformes,Turdidae,Eastern Bluebird,NA,6.5,0,0.39,0,1,0,4,5,0.46,0.83,0.82,NA,0.31,0,2,alt,27.5,2,monog,0,25-Feb,25-Sep,0.7,cavity,0,0,0,0,0,0,30,20,50,0,0,0,0,0,0,0,70,0,0,30,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,30,0,0,0,0,0,0,40,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,easblu,27535,27662
Sialia mexicana,4900,8872,10303,27041,27042:27047,27048;27051,1135,7670,NA,37.24,Passeriformes,Turdidae,Western Bluebird,NA,6,0,0.56,0,1,0,4,6,0.63,NA,NA,NA,0.42,0,1.5,alt,26.44,1,monog,0,20-Apr,5-Aug,0.5,cavity,0,0,0,0,5,0,45,0,50,0,0,0,0,0,0,0,70,0,0,30,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,30,30,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,wesblu,27545,27672
Sialia currucoides,4910,8873,10305,27049,NA,27050;27051,1136,7680,NA,36.6,Passeriformes,Turdidae,Mountain Bluebird,NA,6,0,0.48,0,1,0,5,7,0.51,0.9,0.87,NA,0.4,0,1.8,alt,29.6,1,monog,0,1-Apr,10-Sep,0.9,cavity,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,90,0,0,10,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,30,0,10,0,0,0,20,0,0,20,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,moublu,27553,27680
Myadestes townsendi,4920,8880,10314,27067,27068:27069,NA,1137,7540,NA,29.88,Passeriformes,Turdidae,Townsend's Solitaire,NA,5,0,0.56,0,1,0,3,5,0.47,0.73,0.4,NA,0.14,0,1.4,alt,33.2,2,monog,0,15-May,25-Aug,0,cup,0,20,40,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,60,20,20,0,0,1,0,Omnivore,50,0,0,0,0,0,20,0,20,10,0,0,30,30,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,towsol,27571,27698
Zoothera naevia,4930,8836,10359,27157,27158:27160,27471,1165,7630,NA,33.4,Passeriformes,Turdidae,Varied Thrush,Ixoreus naevius,5,0,0.54,1,1,0,3,4,0.29,NA,NA,NA,0.16,0,1.9,alt,77.5,1,monog,0,1-Apr,5-Aug,0,cup,0,0,0,0,10,5,35,45,0,0,5,0,0,0,0,0,80,20,0,0,0,0,0,1,0,FruiNect,30,0,0,0,0,0,70,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,varthr,27661,27788
Catharus fuscescens,4940,8902,10371,27215,27216:27219,27225,1145,7560,NA,27.74,Passeriformes,Turdidae,Veery,NA,13,0,0.54,1,1,0,3,5,0.38,0.65,0.7,NA,0.17,0,1,alt,31.9,1,polygam,0,15-May,15-Jul,0,cup,0,30,30,0,0,40,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,40,0,10,0,0,0,60,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,veery,27719,27846
Catharus minimus,4950,8903,10372,27220,27221:27222,27225,1146,7570,NA,30.4,Passeriformes,Turdidae,Grey-cheeked Thrush,NA,7,0,0.49,0,1,0,3,5,0.46,NA,NA,0.76,0.09,0,1,alt,31.58,1,monog,0,25-May,10-Aug,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,80,0,10,10,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gycthr,27724,27851
Catharus bicknelli,4960,8904,10373,27223,NA,27224;27225,1147,7571,NA,28.6,Passeriformes,Turdidae,Bicknell's Thrush,Catharus minimus,11,0,0.45,0,1,0,3,5,0.46,NA,NA,1.8,0.21,0,1,alt,27.79,1,monog,0,15-May,10-Aug,0,cup,0,0,5,0,5,60,5,5,20,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bicthr,27727,27854
Catharus ustulatus,4970,8906,10383,27226,27227:27234,NA,1148,7580,NA,31.65,Passeriformes,Turdidae,Swainson's Thrush,NA,10,0,0.57,0,1,0,3,4,0.31,NA,NA,2.72,0.24,0,1,alt,30.3,1,monog,0,1-Jun,25-Aug,0,cup,0,0,10,0,0,60,0,30,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,40,0,0,0,0,0,0,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,swathr,27730,27857
Catharus guttatus,4980,8909,10374,27235,27236:27247,NA,1149,7590,NA,26.51,Passeriformes,Turdidae,Hermit Thrush,NA,11,0,0.67,0,1,0,3,5,0.32,NA,NA,1.78,0.14,0,1.3,alt,30.1,1,monog,0,5-May,30-Aug,0,cup,0,20,20,0,0,20,10,30,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,herthr,27739,27866
Hylocichla mustelina,4990,8910,10368,27249,NA,NA,1150,7550,NA,26.84,Passeriformes,Turdidae,Wood Thrush,NA,8,0,0.72,0,1,0,3,4,0.54,0.64,0.71,NA,0.25,0,1.9,alt,50.09,1,monog,0,10-May,30-Aug,0,cup,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,40,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,woothr,27753,27880
Turdus migratorius,5000,9007,10455,27462,27463:27470,27471,1163,7610,NA,30.82,Passeriformes,Turdidae,American Robin,NA,13,0,0.48,0,1,0,3,4,0.65,NA,NA,1,0.19,0,2.2,alt,78.5,2,monog,0,1-Apr,15-Aug,0,cup,0,0,5,5,0,10,50,30,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,50,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amerob,27969,28096
Lonchura punctulata,5005,12181,11489,30145,30146:30158,NA,1197,8110,NA,21.789,Passeriformes,Estrildidae,Scaly-breasted Munia,NA,8,0,0.54,1,1,0,3,6,NA,NA,NA,NA,0.3,1,2,alt,13.6,2,monog,0,1-May,25-Sep,0,sphere,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,50,20,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nutman,30430,30559
Luscinia svecica,5010,9216,10746,28266,28267:28280,NA,1125,7640,NA,20.3,Passeriformes,Muscicapidae,Bluethroat,Cyanecula svecica,10,1,0.5,1,1,0,4,7,0.58,0.77,0.74,NA,0.33,0,1,alt,17.23,1,monog,0,1-Jun,30-Jul,0,cup,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,60,0,10,0,0,0,20,0,10,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blueth,28777,28907
Oenanthe oenanthe,5020,9353,10890,28629,28630:28634,NA,1133,7650,NA,33.41,Passeriformes,Muscicapidae,Northern Wheatear,NA,10,0,0.5,0,1,0.1,5,6,0.43,0.8,0.85,NA,0.29,0,1.2,alt,25.39,1,monog,0,15-Apr,15-Aug,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,70,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,norwhe,29151,29281
Bombycilla garrulus,5030,8766,10942,28726,28727:28729,28731,1188,6180,6185,35.77,Passeriformes,Bombycillidae,Bohemian Waxwing,NA,12,0,0.45,1,2,0,4,6,NA,NA,NA,NA,0.08,1,1,alt,54.41,2,monog,0,25-May,10-Aug,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,40,40,0,20,0,0,1,0,Omnivore,30,0,0,0,0,0,50,0,0,20,0,0,0,80,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,bohwax,29252,29382
Bombycilla cedrorum,5040,8768,10944,28730,NA,28731,1189,6190,6185,35.6,Passeriformes,Bombycillidae,Cedar Waxwing,NA,7,0,0.45,0,1,0,3,5,0.58,NA,NA,NA,0.09,1,1.8,alt,31.58,2,monog,0,1-Jun,30-Sep,0,cup,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,40,40,0,20,0,0,1,0,FruiNect,20,0,0,0,0,0,70,0,0,10,0,0,0,80,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,cedwax,29256,29386
Phainopepla nitens,5050,8762,10946,28747,28748:28749,NA,1192,6200,NA,16.88,Passeriformes,Bombycillidae,Phainopepla,NA,5,0,0.45,1,1,0,2,3,NA,NA,NA,0.65,0.15,1,2,alt,22.1,1,monog,0,1-Mar,25-Aug,0,cup,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,40,40,0,20,0,0,1,0,FruiNect,40,0,0,0,0,0,60,0,0,0,0,0,0,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,phaino,29276,29406
Peucedramus taeniatus,5060,12242,11239,29508,29509:29513,NA,1193,6510,NA,27.56,Passeriformes,Peucedramidae,Olive Warbler,NA,4,0,0.45,1,1,0,3,4,NA,NA,NA,1.7,0.23,0,1,alt,11,1,monog,0,25-May,25-Jun,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oliwar,30052,30181
Euplectes franciscanus,5065,12032,11261,29751,NA,NA,1195,19500,NA,17.208,Passeriformes,Ploceidae,Orange Bishop,NA,8,0,0.45,1,0,0,2,4,NA,NA,NA,NA,0.15,1,2,alt,16,2,polygyn,0,1-Aug,15-Nov,0,sphere,0,0,0,0,0,20,30,30,20,0,0,0,0,0,0,0,0,20,80,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,70,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,orabis1,30299,30428
Passer domesticus,5070,11753,11579,30329,30330:30341,30344;30405;30406,1200,6882,NA,25.71,Passeriformes,Passeridae,House Sparrow,NA,13,0,0.57,0,1,0,4,6,0.58,0.62,0.4,NA,0.14,0,2.5,alt,26.51,3,monog,0,5-Mar,25-Sep,0,cavity,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,20,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,50,20,20,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houspa,30886,31018
Passer montanus,5080,11778,11602,30395,30396:30404,30405;30406,1201,6883,NA,22.84,Passeriformes,Passeridae,Eurasian Tree Sparrow,NA,8,0,0.66,0,1,0,4,6,0.72,0.72,0.52,NA,0.27,0,2.5,alt,21.39,2,monog,0,10-Apr,5-Sep,0.1,cavity,0,0,0,0,50,0,30,10,10,0,0,0,0,0,0,0,40,20,30,0,0,10,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,50,0,10,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eutspa,30954,31086
Motacilla flava,5090,11815,11701,30490,30491:30495,30496;30472,1202,6960,NA,33.5,Passeriformes,Motacillidae,Yellow Wagtail,Motacilla tschutschensis,8,0,0.66,0,1,0,5,6,NA,0.76,0.37,NA,0.23,0,1,alt,17.68,1,polygyn,0,5-Jun,20-Jul,0,cup,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,0,10,10,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,eaywag,31050,31182
Motacilla alba,5100,11802,11705,30509,30510:30520,30521,1205,6940,NA,30.98,Passeriformes,Motacillidae,White Wagtail,NA,10,0,0.66,1,1,0,5,6,0.82,0.79,0.77,NA,0.5,0,1,alt,23.93,1,monog,0,20-Apr,20-Aug,0,crevice,50,0,0,20,30,0,0,0,0,0,0,0,20,0,0,0,80,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,whiwag,31070,31202
Anthus cervinus,5110,11880,11636,30655,NA,NA,1209,6990,NA,25.06,Passeriformes,Motacillidae,Red-throated Pipit,NA,4,1,0.45,1,1,0,5,6,0.6,0.59,0.63,NA,0.22,0,1,alt,20.9,1,monog,0,10-May,20-Jul,0,cup,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,0,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,retpip,31215,31349
Anthus rubescens,5120,11885,11638,30667,30668:30672,30673,1210,6970,NA,28.38,Passeriformes,Motacillidae,American Pipit,Anthus spinoletta,5,0,0.45,1,1,0,4,5,0.33,0.76,0.24,NA,0.08,0,1,alt,20.68,1,monog,0,1-Jun,15-Aug,0,cup,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,amepip,31227,31361
Anthus spragueii,5130,11891,11646,30674,NA,NA,1211,7000,NA,26.36,Passeriformes,Motacillidae,Sprague's Pipit,NA,4,0,0.45,1,1,0,4,5,0.52,0.42,0.45,NA,0.1,0,1.5,alt,25.5,1,monog,0,10-May,30-Aug,0,cup,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sprpip,31234,31368
Coccothraustes vespertinus,5140,12417,11773,30864,30865:30872,NA,1221,5140,NA,34.21,Passeriformes,Fringillidae,Evening Grosbeak,Hesperiphona vespertina,15,0,0.45,1,1,0,3,4,0.55,NA,NA,2.9,0.46,0,1.2,alt,57.3,2,monog,0,15-May,5-Aug,0,cup,0,0,0,0,0,10,40,50,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,40,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,evegro,31425,31563
Pinicola enucleator,5150,12387,11854,30999,31000:31009,NA,1224,5150,NA,28.81,Passeriformes,Fringillidae,Pine Grosbeak,NA,9,0,0.45,1,1,0,4,4,0.39,0.89,NA,NA,0.31,0,1,alt,56.4,1,monog,0,10-May,20-Aug,0,cup,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,20,0,30,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pingro,31561,31701
Leucosticte arctoa,5160,12354,11876,31065,31066:31070,NA,NA,NA,NA,33.69,Passeriformes,Fringillidae,Asian Rosy-finch,NA,9,1,0.45,1,1,1,4,5,NA,NA,NA,NA,0.3,1,0,alt,30.69,1,monog,0,10-Jun,20-Aug,0,cup,0,50,10,40,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,30,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asrfin1,31628,31768
Leucosticte tephrocotis,5170,12355,11877,31071,31072:31080,NA,1227,5240,NA,36.86,Passeriformes,Fringillidae,Gray-crowned Rosy-finch,Leucosticte arctoa,6,0,0.45,1,1,0,3,5,0.83,0.74,0.79,NA,0.49,0,2,alt,37.8,2,monog,0,1-Jun,30-Jul,0,cup,0,30,20,30,20,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,60,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gcrfin,31634,31776
Leucosticte atrata,5180,12356,11878,31081,NA,NA,1228,5250,NA,37.42,Passeriformes,Fringillidae,Black Rosy-finch,Leucosticte arctoa,6,0,0.45,1,1,0,3,6,NA,NA,NA,NA,0.3,1,1,alt,25.24,2,monog,0,10-Jun,30-Aug,0,cup,0,20,0,40,40,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bkrfin,31644,31786
Leucosticte australis,5190,12357,11879,31082,NA,NA,1229,5260,NA,34.29,Passeriformes,Fringillidae,Brown-capped Rosy-finch,Leucosticte arctoa,9,1,0.45,1,1,0,3,6,0.71,0.47,0.47,NA,0.16,0,1,alt,26.6,2,monog,0,15-Jun,10-Sep,0,cup,0,20,0,40,40,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bcrfin,31646,31788
Carpodacus mexicanus,5200,12369,11880,31084,31085:31097,31101,1230,5190,5195,27.47,Passeriformes,Fringillidae,House Finch,Haemorhous mexicanus,12,0,0.41,0,1,0,4,5,NA,0.73,0.62,NA,0.23,0,2,alt,21.4,2,monog,0,1-Apr,5-Aug,0,cup,0,0,0,0,20,0,20,20,20,20,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,25,5,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houfin,31648,31790
Carpodacus purpureus,5210,12367,11882,31098,31099:31100,31101;31103,1230,5170,5195,29.08,Passeriformes,Fringillidae,Purple Finch,Haemorhous purpureus,14,0,0.54,0,1,0,4,5,NA,NA,NA,1.88,0.4,0,1.6,alt,23.3,1,monog,0,1-Apr,30-Aug,0,cup,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,20,20,40,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,purfin,31662,31804
Carpodacus cassinii,5220,12368,11881,31102,NA,31103,1232,5180,5195,28.77,Passeriformes,Fringillidae,Cassin's Finch,Haemorhous cassinii,7,0,0.62,0,1,0,4,5,0.5,NA,NA,0.66,0.33,0,2,alt,26.5,2,monog,0,15-May,15-Jul,0,cup,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,40,40,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,casfin,31667,31809
Carduelis flammea,5230,12346,11937,31254,31255:31258,31264;31265,1236,5280,5275,33.28,Passeriformes,Fringillidae,Common Redpoll,Acanthis flammea,9,1,0.44,1,1,0,4,5,NA,NA,NA,NA,0.28,1,2,alt,13,2,monog,0,5-Apr,30-Aug,0,cup,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,40,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,comred,31820,31962
Carduelis hornemanni,5240,12341,11937,31261,31262:31263,31264;31265,1237,5270,5275,31.84,Passeriformes,Fringillidae,Hoary Redpoll,Acanthis flammea,9,0,0.44,0,1,0,4,5,NA,0.72,0.39,NA,0.28,0,2,alt,15.2,2,monog,0,25-May,30-Jul,0,cup,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,40,60,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoared,31827,31969
Loxia curvirostra,5250,12392,11940,31269,31270:31306,31307;31309,1239,5210,5212;5225,34.7,Passeriformes,Fringillidae,Red Crossbill,NA,9,0,0.42,0,1,0,3,4,0.28,0.63,0.63,NA,0.11,0,2,alt,38.29,2,monog,0,20-Jan,5-Oct,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,30,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,redcro,31835,31977
Loxia leucoptera,5260,12397,11941,31311,31312:31313,NA,1242,5220,5225,35.74,Passeriformes,Fringillidae,White-winged Crossbill,NA,9,1,0.42,1,1,0,2,4,0.55,NA,NA,NA,0.11,1,2.5,alt,28.69,2,monog,0,10-Jan,5-Oct,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,20,0,30,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whwcro,31878,32020
Carduelis pinus,5270,12318,11980,31361,31362:31366,31367;31369;31387,1246,5330,NA,35.25,Passeriformes,Fringillidae,Pine Siskin,Spinus pinus,9,0,0.27,0,1,0,3,4,0.55,NA,NA,2,0.31,0,1.2,alt,12.7,2,monog,0,5-Mar,20-Aug,0,saucer,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,0,70,10,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinsis,31931,32073
Carduelis psaltria,5280,12333,11982,31375,31376:31380,31388,1249,5300,NA,25.98,Passeriformes,Fringillidae,Lesser Goldfinch,Spinus psaltria,6,0,0.45,1,1,0,4,5,0.62,NA,NA,2.93,0.4,0,1.2,alt,8.77,2,monog,0,15-Apr,30-Sep,0,cup,0,0,20,0,0,20,50,10,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,30,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lesgol,31945,32087
Carduelis lawrencei,5290,12334,11983,31381,NA,NA,1250,5310,NA,29.01,Passeriformes,Fringillidae,Lawrence's Goldfinch,Spinus lawrencei,9,1,0.45,1,1,0,4,5,NA,NA,NA,NA,0.3,1,1,alt,10.94,2,monog,0,5-Apr,5-Sep,0,cup,0,0,0,0,0,30,60,10,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,90,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lawgol,31952,32094
